Code,FAA Aircraft Type,EDMS Aircraft Code,Engine Manufacturer,Engine,EDMS ID,SCC,SCC Description,Map To,Last Inventory Year,Last updated on
204398,Antonov 38-120,5399,,T56 series I ,1678,2275050012,"General Aviation, Turbine",,,7/31/2018
204399,Antonov 38-120,5399,Allied Signal,TPE331-14GR ,1721,2275050012,"General Aviation, Turbine",,,7/31/2018
204401,Antonov 70,5400,P & W Canada,PW150A ,1665,2275001000,"Military Aircraft, Total",,,7/31/2018
204402,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT3D-3B,1258,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204404,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204408,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204415,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204418,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204420,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-9 series,1264,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204423,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-9 series,1264,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204425,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-15,1267,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204429,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-15,1267,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204434,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-17AR,1272,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204439,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-17R,1273,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204444,Boeing 727-100 Series Freighter,5401,Rolls Royce Ltd,TAY Mk650-15,1332,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204449,Boeing 727-100 Series Freighter,5401,Rolls Royce plc,TAY 650,1427,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204453,Boeing 727-100 Series Freighter,5401,Rolls Royce plc,TAY 651,1428,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204454,Boeing 727-100 Series Freighter,5401,Rolls Royce plc,TAY 651,1428,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204459,Boeing 727-100 Series Freighter,5401,Rolls Royce plc,TAY 651,1429,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204464,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-217C,1454,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204465,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-7 series,1772,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204467,Boeing 727-100 Series Freighter,5401,Pratt & Whitney,JT8D-7 series,1772,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204522,SMR80,5404,CFMI,CFM56-3C-1 (Rerated),1211,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204523,SMR80,5404,CFMI,CFM56-3C-1,1212,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204524,SMR80,5404,GE,CFM56-7B18,1387,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204525,SMR80,5404,GE,CFM56-7B20,1388,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204526,SMR80,5404,GE,CFM56-7B22,1389,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204527,SMR80,5404,GE,CFM56-7B24,1390,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204529,SMR80,5404,GE,CFM56-7B27,1392,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204530,SMR80,5404,GE,CFM56-7B20/2,1444,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204531,SMR80,5404,GE,CFM56-7B22/2,1445,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204532,SMR80,5404,GE,CFM56-7B24/2,1446,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204533,SMR80,5404,GE,CFM56-7B26/2,1447,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204534,SMR80,5404,GE,CFM56-7B27/2,1448,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204535,SMR80,5404,CFM International,CFM56-7B27/3,1796,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204537,SMR80,5404,CFM International,CFM56-7B26/3,1797,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204539,SMR80,5404,CFM International,CFM56-7B24/3,1798,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204541,SMR80,5404,CFM International,CFM56-7B22/3,1799,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204543,SMR80,5404,CFM International,CFM56-7B20/3,1800,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204545,SMR80,5404,GE,CFM56-7B26,1811,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204546,SMR80,5404,CFM International,CFM56-7B22E,1887,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204547,SMR80,5404,CFM International,CFM56-7B22E/B1,1888,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204548,SMR80,5404,CFM International,CFM56-7B24E,1889,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204549,SMR100,5405,CFMI,CFM56-3C-1 (Rerated),1211,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204550,SMR100,5405,CFMI,CFM56-3C-1,1212,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204551,SMR100,5405,GE,CFM56-7B18,1387,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204552,SMR100,5405,GE,CFM56-7B20,1388,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204553,SMR100,5405,GE,CFM56-7B22,1389,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204554,SMR100,5405,GE,CFM56-7B24,1390,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204557,SMR100,5405,GE,CFM56-7B27,1392,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204560,SMR100,5405,GE,CFM56-7B20/2,1444,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204561,SMR100,5405,GE,CFM56-7B22/2,1445,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204562,SMR100,5405,GE,CFM56-7B24/2,1446,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204563,SMR100,5405,GE,CFM56-7B26/2,1447,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204565,SMR100,5405,GE,CFM56-7B27/2,1448,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204567,SMR100,5405,CFM International,CFM56-7B27/3,1796,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204572,SMR100,5405,CFM International,CFM56-7B26/3,1797,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204576,SMR100,5405,CFM International,CFM56-7B24/3,1798,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204580,SMR100,5405,CFM International,CFM56-7B22/3,1799,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204581,SMR100,5405,GE,CFM56-7B26,1811,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204582,SMR100,5405,CFM International,CFM56-7B22E,1887,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204583,SMR100,5405,CFM International,CFM56-7B24E,1889,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204584,SMR100,5405,CFM International,CFM56-7B26E,1891,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204585,SMR100,5405,CFM International,CFM56-7B27E,1896,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204586,SMR100,5405,CFM International,CFM56-7B27E/B1,1897,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204587,SMR100,5405,CFM International,CFM56-7B27E/B3,1898,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204588,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204591,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204596,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204599,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204600,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-9 series,1264,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204603,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-9 series,1264,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204604,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-9 series,1264,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204605,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-11,1265,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204608,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-11,1265,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204609,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-15,1266,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204610,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-15,1266,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204612,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-15,1266,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204613,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-15,1267,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204616,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-15,1267,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204617,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-17,1269,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204620,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-17,1269,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204621,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-17,1270,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204624,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-17,1270,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204625,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-17AR,1272,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204628,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-17AR,1272,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204629,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-219,1455,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204630,Boeing DC-9-30 Series Freighter,5406,Pratt & Whitney,JT8D-7 series,1772,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204631,Airbus A320-200 Series,4542,CFM International,CFM56-5B3/3,1808,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204632,Airbus A320-200 Series,4542,IAE International Aero Engines,V2527-A5 SelectOne? Upgrade Package,1867,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204633,Airbus A330-200 Series,4545,Pratt & Whitney,PW4168A-1D,1838,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204634,Antonov 124 Ruslan,4557,Rolls-Royce plc,RB211-524G-T,1459,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204635,Antonov 72 Coaler,4563,IVCHENKO PROGRESS ZMBK,D-36 ser. 4A,1971,2275001000,"Military Aircraft, Total",,,7/18/2018
204636,ATR 42-500,4575,P & W Canada,PW127 ,1657,2275060012,"Air Taxi, Turbine",,,7/18/2018
204637,Boeing 747-SP,4603,Pratt & Whitney,JT9D-7R4G2,1286,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204639,Cessna 208 Caravan,4669,P & W Canada,PT6A-42 ,1625,2275050012,"General Aviation, Turbine",,,7/31/2018
204642,Ilyushin 76 Candid,4833,AO Aviadgatel,D-30 (Il series),1199,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204643,Ilyushin 96,4835,Aviadvigatel,PS-90A,1956,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204644,Bombardier Learjet 60,4864,Pratt & Whitnet Canada Inc.,PW306B,1519,2275050012,"General Aviation, Turbine",,,7/31/2018
204645,Lockheed C-130 Hercules,4894,,250B17B ,1339,2275001000,"Military Aircraft, Total",,,7/18/2018
204646,Lockheed P-3 Orion,4922,,T56 series I ,1678,2275001000,"Military Aircraft, Total",,,7/18/2018
204647,Lockheed P-3 Orion,4922,Allison,T56-A-14 ,1680,2275001000,"Military Aircraft, Total",,,7/18/2018
204648,Fairchild SA-227-AC Metro III,4973,,TPE331-12 ,1733,2275050012,"General Aviation, Turbine",,,7/31/2018
204649,Tupolev 204,5009,Aviadvigatel,PS-90A,1956,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204651,Boeing 737-200 Series Freighter,5190,Pratt & Whitney,JT8D-15,1267,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204652,Boeing 747-200 Series Freighter,5194,Pratt & Whitney,JT9D-7,1771,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204653,Boeing 757-200 Series Freighter,5196,Rolls Royce plc,RB211-535E4B,1430,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204654,Boeing 767-200 Series Freighter,5197,GE,CF6-80C2B2,1354,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204655,RRJ-95,5223,PowerJet S.A.,SaM146-1S18,1921,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204656,Antonov 38-100,5397,,TPE331-14 ,1735,2275050012,"General Aviation, Turbine",,,7/31/2018
204657,AIRBUS A-400M,5083,,TYNE ,1746,2275001000,"Military Aircraft, Total",,,7/31/2018
204658,ACAC ARJ-21-700,5086,GE Transportation,CF34-10A18,1909,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204659,BOEING 737-800 Poseidon,5130,CFM International,CFM56-7B27E,1896,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204660,Canada Air CL-215,5412,P & W Canada,PW123 ,1649,2275001000,"Military Aircraft, Total",,,7/31/2018
204661,Canada Air CL-215,5412,,R-1820 ,1669,2275001000,"Military Aircraft, Total",,,7/31/2018
204662,Beriev Be-12/Be-14,5415,Ivchenko,AI-24VT ,1527,2275001000,"Military Aircraft, Total",,,7/18/2018
204663,DHC-5 Buffalo; C-8A; CC-115,5417,,RDA10 ,1672,2275060012,"Air Taxi, Turbine",,,7/18/2018
204664,Embraer EMB-121 Xingu,5418,P & W Canada,PT6A-135A ,1596,2275050012,"General Aviation, Turbine",,,7/31/2018
204666,EPIC LT/Dynasty,5422,P & W Canada,PT6A-67A ,1610,2275050012,"General Aviation, Turbine",,,7/18/2018
204667,Evektor EV-55,5423,P & W Canada,PT6A-21 ,1617,2275050012,"General Aviation, Turbine",,,7/31/2018
204668,Extra EA-500,5424,,250B17B ,1339,2275050012,"General Aviation, Turbine",,,7/31/2018
204669,Aeritalia G.222; C-27A,5425,,RDA10 ,1672,2275001000,"Military Aircraft, Total",,,7/18/2018
204670,Alenia C-27J,5426,Allison,T56-A-14 ,1680,2275001000,"Military Aircraft, Total",,,7/18/2018
204671,Honda HA-420 Hondajet,5427,Pratt & Whitney Canada,JT15D-4 series,1293,2275050012,"General Aviation, Turbine",,,8/5/2021
204672,Quest Kodiak 100,5428,P & W Canada,PT6A-34 ,1620,2275050012,"General Aviation, Turbine",,,7/31/2018
204673,Myasishchev M-101T,5429,P & W Canada,PT6A-135A ,1596,2275050012,"General Aviation, Turbine",,,7/31/2018
204675,Pacific Aerospace P-750 XSTOL,5431,P & W Canada,PT6A-34 ,1620,2275050012,"General Aviation, Turbine",,,7/31/2018
204676,Dornier Seastar CD-1/CD-2,5432,P & W Canada,PT6A-135A ,1596,2275050012,"General Aviation, Turbine",,,7/31/2018
204677,DAHER TBM 900/930,5434,P & W Canada,PT6A-66 ,1634,2275050012,"General Aviation, Turbine",,,7/31/2018
204678,Shaanxi Y8,5436,Ivchenko,AI-24VT ,1527,2275020000,"Commercial Aircraft, Total: All Types",,,7/31/2018
204679,Shaanxi Y8F-600 KJ-200/ZDK-03 (PW engines),5437,Ivchenko,AI-24VT ,1527,2275020000,"Commercial Aircraft, Total: All Types",,,7/31/2018
204680,Shaanxi Y9; KJ-500,5438,Ivchenko,AI-24VT ,1527,2275020000,"Commercial Aircraft, Total: All Types",,,7/31/2018
204681,Curtiss-Wright C-46,5439,,R-1820 ,1669,2275050011,"General Aviation, Piston",,,7/31/2018
204682,De Havilland DH.114 Heron,5440,,6-285-B ,1474,2275050011,"General Aviation, Piston",,,7/31/2018
204683,Antonov An-22,5441,,TYNE ,1746,2275001000,"Military Aircraft, Total",,,7/31/2018
204737,Embraer ERJ190-LR,4755,GE Transportation,CF34-10E5A1,1912,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204739,Embraer ERJ145,4748,Rolls-Royce Corporation,AE3007A1/3,1481,2275060012,"Air Taxi, Turbine",,,7/31/2018
204740,Boeing 737-200 Series Freighter,5190,Pratt & Whitney,JT8D-15,1267,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204742,Gulfstream I,4794,Rolls Royce,DART 552 ,1540,2275050012,"General Aviation, Turbine",,,7/31/2018
204743,Hawker HS748-1,4817,Rolls Royce,DART 552 ,1540,2275060012,"Air Taxi, Turbine",,,7/18/2018
204744,NAMC YS-11-100 Series,5017,Rolls Royce,DART 552 ,1540,2275020000,"Commercial Aircraft, Total: All Types",,,7/31/2018
204745,Dassault Falcon 50,4784,Pratt & Whitney Canada Corp.,PW307A,2001,2275050012,"General Aviation, Turbine",,,7/31/2018
204747,Embraer ERJ135 Legacy Business,5072,Rolls-Royce Corporation,AE3007A1P,1486,2275060012,"Air Taxi, Turbine",,,7/31/2018
204748,ACAC ARJ-21-700,5086,GE Transportation,CF34-10A16,1908,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204754,Bombardier CRJ-700-ER,5048,GE,CF34-8C5B1,1783,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204755,Hawker HS-125 Series 600,4814,Rolls Royce Ltd,TAY Mk611-8,1330,2275050012,"General Aviation, Turbine",,,7/18/2018
204756,Embraer ERJ190-LR,4755,GE,CF34-8E5A1,1790,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204758,Raytheon Hawker 1000,4811,Pratt & Whitnet Canada Inc.,PW306B,1519,2275050012,"General Aviation, Turbine",,,7/31/2018
204759,Pilatus PC-6 Porter,4923,P & W Canada,PT6A-20 ,1616,2275050012,"General Aviation, Turbine",,,7/31/2018
204760,Cessna 500 Citation I,4680,Pratt & Whitney (Canada),JT15D-5C,1295,2275050012,"General Aviation, Turbine",,,7/31/2018
204761,Boeing 727-200 Series Freighter,5189,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204762,Boeing 767-200 ER,4608,GE,CF6-80C2B8F,1794,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204763,Boeing DC-9-40 Series,4718,Pratt & Whitney,JT8D-9 series,1263,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204764,Raytheon Super King Air 300,4636,P & W Canada,PT6A-42 ,1625,2275050012,"General Aviation, Turbine",,,7/31/2018
204765,Bombardier CRJ-1000,5340,GE,CF34-8C5A1,1788,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204766,Dassault Falcon 2000-EX,4778,Pratt & Whitney Canada Inc.,PW308C Build Spec 1289,1986,2275050012,"General Aviation, Turbine",,,7/31/2018
204769,Lockheed L-188 Electra,4845,,250B17B ,1339,2275020000,"Commercial Aircraft, Total: All Types",,,7/31/2018
204770,Antonov AN8,5414,Ivchenko,AI-24VT ,1527,2275001000,"Military Aircraft, Total",,,7/31/2018
204772,Fokker F60,4766,Rolls Royce,DART 552 ,1540,2275060012,"Air Taxi, Turbine",,,7/18/2018
204773,Boeing 737-700 Series,4593,CFM International,CFM56-7B26E/B2,1893,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204774,Boeing 747-100 Series,4598,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204776,Embraer ERJ195-LR,4757,GE Transportation,CF34-10E5,1910,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204778,DeHavilland DHC-8-200,4727,P & W Canada,PW150A ,1665,2275060012,"Air Taxi, Turbine",,,7/18/2018
204779,Bombardier Challenger 601,4659,Textron Lycoming,ALF 502L-2,1334,2275050012,"General Aviation, Turbine",,,7/31/2018
204780,Antonov 74 Coaler,4564,IVCHENKO PROGRESS ZMBK,D-36 ser. 4A,1971,2275001000,"Military Aircraft, Total",,,7/18/2018
204781,Pilatus PC-6 Porter,4923,,TPE331-2 ,1737,2275050012,"General Aviation, Turbine",,,7/31/2018
204782,Let 410,4846,P & W Canada,PT6A-135A ,1596,2275050012,"General Aviation, Turbine",,,7/31/2018
204783,Cessna 425 Conquest I,4678,P & W Canada,PT6A-135A ,1596,2275050012,"General Aviation, Turbine",,,7/18/2018
204784,Cessna 208 Caravan,4669,Allied Signal,TPE331-12B ,1734,2275050012,"General Aviation, Turbine",,,7/31/2018
204786,Shorts 330,4988,P & W Canada,PT6A-65R ,1639,2275060012,"Air Taxi, Turbine",,,7/18/2018
204787,Airbus A319-100 X/LR,4540,International Aero Engines,V2522-A5,1417,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204791,Embraer ERJ195,4756,GE Transportation,CF34-10E5A1,1912,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204792,Raytheon Beech 99,4643,P & W Canada,PT6A-21 ,1617,2275050012,"General Aviation, Turbine",,,7/31/2018
204793,Bombardier Challenger 600,4658,GE Aircraft Engines,CF34-3A,1246,2275050012,"General Aviation, Turbine",,,7/18/2018
204795,Boeing 767-200 Series Freighter,5197,GE Aircraft Engines,CF6-80C2B2,1237,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204796,Boeing 787-8 Dreamliner,5032,General Electric Company,GEnx-1B64,1904,2275020000,"Commercial Aircraft, Total: All Types",,,8/4/2021
204798,Boeing 727-200 Series Freighter,5189,Pratt & Whitney,JT8D-7 series,1261,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204800,Neiva NE-821 Caraja,4942,P & W Canada,PT6A-34 ,1620,2275050012,"General Aviation, Turbine",,,7/18/2018
204801,Shorts 330,4988,P & W Canada,PT6A-65AR ,1637,2275060012,"Air Taxi, Turbine",,,7/18/2018
204802,Shorts 330,4988,P & W Canada,PT6A-67R ,1611,2275060012,"Air Taxi, Turbine",,,7/18/2018
204803,Piper PA-31T Cheyenne,4955,P & W Canada,PT6A-11 ,1614,2275050012,"General Aviation, Turbine",,,7/31/2018
204804,Dassault Falcon 2000,4777,Pratt & Whitney Canada Inc.,PW308C Build Spec 1289,1986,2275050012,"General Aviation, Turbine",,,7/18/2018
204805,Bombardier Challenger 600,4658,GE Aircraft Engines,CF34-3A1,1247,2275050012,"General Aviation, Turbine",,,7/18/2018
204806,Embraer ERJ195-LR,4757,GE Transportation,CF34-10E5A1,1912,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204807,Airbus A321-200 Series,4544,CFMI,CFM56-5B1,1340,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204810,DeHavilland DHC-8-100,4726,P & W Canada,PW120 ,1645,2275060012,"Air Taxi, Turbine",,,7/18/2018
204811,Gulfstream V-SP,5060,Rolls Royce Ltd,TAY Mk611-8,1330,2275050012,"General Aviation, Turbine",,,7/18/2018
204813,Pilatus PC-6 Porter,4923,P & W Canada,PT6A-34 ,1620,2275050012,"General Aviation, Turbine",,,7/31/2018
204814,Hawker HS-125 Series 400,4813,Rolls Royce Ltd,TAY Mk611-8,1330,2275050012,"General Aviation, Turbine",,,7/18/2018
204815,Rockwell Twin Commander 690,4695,Allied Signal,TPE331-1 ,1725,2275050012,"General Aviation, Turbine",,,8/4/2021
204816,Convair CV-640,4704,Rolls Royce,DART 552 ,1540,2275060012,"Air Taxi, Turbine",,,7/18/2018
204818,Embraer ERJ170-LR,5058,GE Transportation,CF34-10E5A1,1912,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204819,Gulfstream V-SP,5060,Rolls Royce Ltd,SPEY Mk511,1327,2275050012,"General Aviation, Turbine",,,7/18/2018
204820,Ilyushin 76 Candid,4833,Aviadvigatel,PS-90A,1956,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204822,Fokker F70,4773,Rolls Royce Ltd,SPEY Mk555,1328,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204823,Airbus A319-100 X/LR,4540,CFMI,CFM56-5A4,1440,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204824,Rockwell Twin Commander 690,4695,Allied Signal,TPE331-5A ,1741,2275050012,"General Aviation, Turbine",,,8/4/2021
204826,Airbus A319-100 X/LR,4540,GE,CFM56-5B5/P,1385,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204827,Airbus A319-100 X/LR,4540,CFMI,CFM56-5B6/2,1347,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204828,Dassault Falcon 200,4776,Allied Signal,TFE731-3,1205,2275050012,"General Aviation, Turbine",,,7/18/2018
204829,Harbin Y-12,5014,P & W Canada,PT6A-135A ,1596,2275050012,"General Aviation, Turbine",,,7/31/2018
204830,Rockwell Twin Commander 690,4695,,TPE331-3 ,1738,2275050012,"General Aviation, Turbine",,,8/4/2021
204831,Airbus A321-100 Series,4543,IAE International Aero Engines,V2530-A5 SelectOne? Upgrade Package,1870,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204832,Airbus A319-100 X/LR,4540,CFM International,CFM56-5B5/3,1806,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204833,Airbus A321-200 Series,4544,IAE International Aero Engines,V2530-A5 SelectOne? Upgrade Package,1870,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204835,Embraer ERJ190,4754,GE Transportation,CF34-10E5,1910,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
204836,Fairchild SA-26-T Merlin II,4975,Allied Signal,TPE331-3U ,1739,2275050012,"General Aviation, Turbine",,,7/31/2018
